"","text","text_tag","author","label"
"7692"," david dewhurst went drink senat debat abort bill","abort correct updat","eadith bickers","0"
"7066","hillari clinton barack obama want rais tax dividend move crash stock market","tax","kalil kitchener","0"
"5553","realiti rough undocu immigr live state","educ immigr","janos dysart","0"
"1543"," cnn delet onlin poll show berni sander won first democrat presidenti debat help hillari clinton","poll","malchy bowland","0"
"9598","now know firm areunwil put privat money california high speed rail project","state financ transport","dare ruddiforth","0"
"5657"," gop recal challeng kim simac delinqu pay properti tax eight last nine year","tax","durward spriggen","1"
"6592","veteran florida dont health care scott didnt expand medicaid","health care medicaid veteran","aleta warsop","0"
"8917","republican idea health care dont give peopl option even enrol someth can afford","health care","raeann bettanay","1"
"4189"," everi year air pollut protect delay anoth peopl  die prematur","environ govern regul public health","roddy cordey","1"
"4729","russia divers government represent texa","bipartisanship correct updat foreign polici","edmon postle","0"
"6396","late s us near lowest tax nation world quarter centuri later near highest","histori tax","allyson sangster","0"
"4921","dont think ive ever hire illeg life","immigr","alfy mee","0"
"6580","legisl mail content time approv speaker offic","campaign financ congression rule","mirabelle game","0"
"3012","david cicillin state repres oppos tough mandatori sentenc convict domest violenc child abus","candid biographi children crime crimin justic famili public safeti women","jacky calveley","1"
"5876","entir democrat congression deleg feder stimulus bill pass increas per capita stimulus dollar state receiv per person","congress elect stimulus","myrtie joburn","0"
"4433","new mexico second hollywood tax incent film industri","economi new hampshir tax","mike kineton","0"
"444"," new jersey rep donald payn frank pallon socialist open serv us congress","candid biographi","benjy stodhart","0"
"5374","look number murder unit state peopl murder look around world see larg countri uk germani japan less kill year","crime crimin justic gun","gabbi konrad","1"
"7465","nanci nusbaum brown counti execut spend went near percent","counti budget tax","dory cluse","1"
"2019","presid obama recent plan cut million wast within administr wont actual save money hes go spend elsewher","deficit feder budget","lynnet glas","1"
"3540"," mitt romney corpor bermuda fail disclos seven differ financi disclosur","candid biographi correct updat tax","karolina van de vlies","1"
"1392","candid pocket big money peopl want destroy coal mitch mcconnel","climat chang energi environ messag machin","otho ainsley","0"
"7280","benghazi probe longest run congression investig ever","congress histori terror","concordia fannin","0"
"4941","borrow billion everi singl day much china","china debt economi feder budget foreign polici messag machin","portie lilley","0"
"4115","world food demand go doubl sometim now","poverti","kelby ocrowley","1"
"8513","obama vote fund troop","militari","ursala ettridge","0"
"937","barack obama day us senat abl vote quit often present","candid biographi","hayley jedrzejewicz","0"
"4535"," marshawn lynch second time term averag yard per rush terrel davi","sport","norine samber","0"
"8582","unemploy number artifici number number massag make exist economi look good make administr look good fact total disast","economi elect histori job labor worker","charlotte dracksford","0"
"5589","peopl succeed cross border illeg year","immigr","helaine brooking","0"
"1301","billion websit obamacar never work still doesnt work","govern effici health care","hastings tomczykowski","0"
"7778","unemploy rate among black texa percent far doubl white unemploy wage fallen black worker texa sinc","economi educ job","henka croser","1"
"354"," two third group target ir scrutini conserv","tax","levin ernke","0"
"664"," execut order requir young girl vaccin hpv wasnt mandatori","famili health care","gusella yard","0"
"16","last elect novemb percent american peopl chose vote percent young peopl percent low incom worker chose vote","elect","sean giacobelli","0"
"9012","nation food suppli percent safe","food safeti","andy piche","0"
"3295"," chris abel five year hes done noth estabrook dam","environ","andonis mallam","0"
"4867"," attorney general eric holder recent reveal idea govern gun owner wear special bracelet identifi gun owner","govern regul gun","shirlee nettles","0"
"2704","canada spill water practic event happen allow unit state","energi environ oil spill","hakeem bruhn","1"
"697","weve got nation guard troop request  front presid year respons","immigr","abraham leverson","0"
"3339","rhode island charter school nation recogn outperform counterpart across countri","children educ state","ruthe lantaph","1"
"5949"," oregon one three state allow use gillnet inland water","environ job messag machin recreat","nickolai vink","0"
"4588"," busi alreadi pay tax","state budget state financ tax","tracie begg","1"
"765","non partisan govern account offic found percent us mexico border full control border patrol","immigr","aleta warsop","1"
"2679"," donald trump use undocu labor build trump tower","candid biographi immigr","tiffany gallatly","1"
"6315","near million american health insur coverag today","health care","ravi warrington","1"
"4470","just issu immigr alon next imposs find polici differ donald trump congressman joe heck","immigr","nerita wessell","0"
"3453","thanksgiv christma th juli everi year iran celebr death america day","foreign polici histori nuclear","shurwood burnsell","0"
"3198","tourism account job state ohio visitor spend billion annual","economi job tourism","milena oakton","1"
"4484","feder law requir hospit treat peopl whether can pay someon doesnt health insur can go hospit get free care","health care new hampshir","malia barracks","0"
"5997"," north carolina republican senat candid thom tilli support plan end medicar know","feder budget health care medicar","gabriella kellett","0"
"3745","took special interest won pass toughest ethic law yet","candid biographi ethic","levi ship","0"
"5114","estim deport everybodi texa illeg creat econom recess state","immigr","gilligan tankin","0"
"4996"," fought repeal septic tank inspect program tallahasse pull fast one","environ messag machin","deana carlens","0"
"4926","amajor men women stage previous public embrac amnesti candid stage never supportedamnesti","immigr","tonnie pieter","1"
"748","amount debt pace doubl five year tripl feder debt now per household","feder budget","robina gloucester","0"
"2573","cheerlead dalla cowboy entertain troop world bob hope","correct updat militari","sigismondo goodbanne","0"
"3648","us govern predict s paper come hemp tree need cut","drug marijuana","dynah aston","0"
"3343","alaska princ william sound pristin now","environ pundit","meredeth szymanski","0"
"5568","hillari clinton said straight face terrorist attack weekend caus donald j trump","terror","augustina featherstonhaugh","0"
"2592","legaci tax borrow crippl economi inherit two year ago","correct updat economi state budget state financ tax","milly astling","0"
"8294","percent work plan parenthood mammogram prevent health","abort public health","horacio esser","0"
"758","allow refer email practic","homeland secur technolog","dex bedwell","0"
"9462","kid cant open celebr christma pray school","educ messag machin religion","janine walenta","0"
"2740"," mike huckabe appear diabet infomerci endors cure treatment health agenc support","candid biographi health care scienc","waite spurling","1"
"9807","got back everi dime use rescu bank","financi regul","davon ruckert","1"
"8208","presid barack obama spend drove us trillion deeper debt","debt deficit economi feder budget messag machin","alano pighills","0"
"5805","amount money hillari clinton like spend refuge rebuild everi inner citi america","immigr urban","marthena radoux","0"
"3167","congressman mccollum vote dismantl social secur","social secur","henka croser","0"
"4555"," hillari clinton savag digniti peopl accus bill clinton sexual harass assault shame","candid biographi histori women","fran roseburgh","0"
"1520","tip left dunkin donut dont go employe","economi job worker","ange barlee","0"
"8988"," car insur rate decreas sinc decad ago market base solut attract auto insur new jersey","transport","saundra baskeyfield","1"
"3644"," us rep sean duffi among seven tea parti freshmen spent averag car","congress congression rule govern effici transport","tab catlow","0"
"6383","health insur premium almost doubl sinc","health care","cymbre comini","1"
"403","nathan deal cut hope scholarship program liter georgian  abl go colleg get technic train bad need rais know give chanc good job","educ","juan bomb","0"
"1525"," administr creat million job last month privat sector alon","economi job","leese graser","0"
"8610","abort servic well percent plan parenthood","abort feder budget","ericka la vigne","0"
"5404","debat last week politifact came said everyth said true","candid biographi","nelia treadway","0"
"10192","bush administr actual promin liber write book bush prepar fascist takeov countri","bush administr correct updat terror","irma jonas","1"
"4204","one penni california prop bag ban tax goe environ","environ tax","irma jonas","0"
"5350","lloyd doggett made million compani like bank america took taxpay bailout money","candid biographi economi financi regul","katherine franseco","0"
"1485"," un arm treati  mandat new intern gun registri","gun","ephraim clemonts","0"
"4825","accord independ expert donald trump tax plan blow debt trillion instanc disadvantag middl class famili compar wealthi","debt deficit tax","melesa duchart","1"
"10229"," altern social secur oper galveston counti texa meant particip  retir whole lot money social secur","retir social secur","vanni wilsher","0"
"2588","bipartisan legisl got senat prevent bonus like aig somehow mysteri disappear","corpor economi","jecho seacombe","1"
"166"," rick perri wrote letter support hillarycar","health care","jaymie caddick","0"
"10001","last year exxonmobil made billion profit guess paid zero tax got million refund ir","corpor tax","teddie rolfs","0"
"3809","america gun relat homicid rate belgium left california illinoi dc new jersey place strictest gun control law us","crime gun pundit","sophie tremathack","0"
"8111","us rep jim marshal d ga refus return dirti campaign contribut us rep charl rangel d ny","messag machin","mellie kertess","0"
"9452","sign speak haitian dictat rob portman","candid biographi","sanders alleyn","0"
"3155","littl defens budget less percent actual goe fight isi intern terror","feder budget militari","archer markwick","0"
"4684"," data center budget polici prioriti suggest texa budget gap wors new york bad california quit new jersey level","state budget tax","rodi gidman","1"
"6561","kip kinkel clackama town center shoot citizen gun stop crime","gun","haily collecott","0"
"6411","census also shortest least intrus count modern histori","census","cati tomei","1"
"7291","law pass appar clinton administr whether recruit offic marin militari abl gun appar prohibit","gun militari","kort fallanche","0"
"239","david alameel give thousand dollar support republican parti candid includ john cornyn greg abbott","bipartisanship campaign financ candid biographi","giorgi maycey","0"
"480","presid candid obama ask disclos donor suspicion foreign sourc money campaign refus","campaign financ transpar","jessey challen","0"
"4665","georg allen us senat candidaci","job accomplish","lula akrigg","0"
"5919","cut state spend real term first time year","state budget","fredericka newart","0"
"2819","second quarter row campaign rais money challeng nation brought fundrais total","campaign financ","ennis free","1"
"7327","fact million job lost sinc stimulus bill sign law februari","job stimulus","dorian hove","0"
"635","plan b transport referendum pass voter","transport","lauryn tiltman","0"
"3788","ted strickland stand lockstep hillari clinton abort lobbi desir forc american pay abort demand moment birth taxpay dollar","abort","aubrey swaffer","0"
"1104"," couldnt keep inch redfish caught fish rule","oil spill","allix kobieriecki","1"
"7386","bill clinton invit rev wright white hous person crise","candid biographi","dreddy darling","1"
"3522","serious voter fraud new hampshir","elect govern regul vote record","kort fallanche","0"
"1918"," ken cuccinelli want elimin form birth control","sexual","zita rolstone","0"
"1435"," oppos measur weaken dodd frank wall street regulatori bill campaign financ legisl offer stand alon bill","congress vote record","min rabat","0"
"3592","us govern sign un treati convent arm us citizen  subject gun law creat foreign govern","foreign polici gun legal issu","lucina pering","0"
"9223","health care plan member congress better janitor clean offic","health care","amery pellingar","1"
"1678","half birth texa paid medicaid","children medicaid","broddie darrigrand","1"
"7747","clinton now charg secret servic month rent use secret servic resid rent just equal mortgag payment","candid biographi","esra kubasek","0"
"167","us patent trademark offic receiv zero complaint washington redskin name","sport","emmalynne harman","0"
"8820"," david wu presid month oregon unemploy rate nation averag","economi job accomplish","alleen whitmore","0"
"887","unseal record marquett univers","candid biographi educ elect","clarine ollerhead","0"
"5758","creat mani job first six month year best singl year privat sector job growth sinc year","job","willy fordyce","1"
"5698","current polici go reduc overal debt unit state trillion next year","debt deficit feder budget","katherine franseco","0"
"9052","one three american women  abort time reach age","abort","shayne cawthorne","0"
"1887","wisconsin one progress tax code countri","incom job tax","wilbur alleburton","1"
"9048"," hillari clinton sent memo state depart staff said state depart busi person email","ethic transpar","joseito park","1"
"2632","health care reform bill make mandatori absolut requir everi five year peopl medicar requir counsel session  tell end life sooner","health care","peadar hammill","0"
"7684","frank guinta vote make middl class taxpay pay year tax","tax","kathe skace","0"
"6638","creflo dollar endors republican donald trump presid","bipartisanship","ursola leithgoe","0"
"8983","cant bring ipad piec paper pencil wisconsin assembl galleri take note what go can bring gun","gun state technolog transpar","clarine ollerhead","1"
"6406"," wisconsin governor never rais tax","job accomplish state budget state financ tax","roobbie pichmann","0"
"9363","million job go vacant month countri","job","tabby corris","1"
"9165","texa experienc fastest popul growth countri ad peopl day","energi popul","milt odcroft","1"
"8320","littl less percent peopl countri depend form feder payment form govern benefit help provid","children famili feder budget medicaid medicar social secur veteran","gerek newbold","1"
"4651"," one administr everi teacher colleg campus unit state","educ","gwendolin dolder","0"
"2885","invest million traffic fix without rais tax","citi budget citi govern transport","read scannell","0"
"6897","ustax rate success small busi percent busi tax rate canada percent","tax","tonye tremblot","1"
"1120"," ron johnson essenti done noth fight heroin addict opioid abus","candid biographi drug homeland secur immigr","gracie shefton","0"
"3261","barack obama right now seven year dramat degrad militari","feder budget militari","giraldo phayre","0"
"5958","barack obama hillari clinton negoti unit nation treati  ban use firearm","foreign polici gun","alla delafoy","0"
"4614","spend billion year make sure feder govern immigr enforc agent  dea atf fbi enforc agenc combin","feder budget immigr legal issu","cristian duthie","0"
"2917","said plan parenthood earli object help kill black babi came world","abort","oliy edgler","0"
"9251","two million new job creat california sinc","economi job","harrison georgeot","1"
"5681","look believ account led effort arkansa improv school","educ","daveen heaphy","1"
"7408","american oil product highest level sinc","energi","jeffy roskelly","1"
"6004","lack automat brake system prevent philadelphia amtrak crash wasnt driven lack fund just take congress just pass recent past","infrastructur transport","angus enriques","0"
"1509"," feder judg sanction tennesse birther lawyer bring frivol lawsuit","obama birth certif","mischa cunniam","1"
"1286","eighti percent antibiot countri fed livestock","agricultur anim consum safeti drug environ food safeti public health scienc","marsiella pyvis","1"
"1476"," mitt romney medicar end know leav julia noth voucher buy insur mean extra per year similar plan","correct updat feder budget health care medicar","nada monks","0"
"7295","citi counti georgia dont websit elect offici dont email address","infrastructur technolog","philipa haddrill","1"
"3216","van jone sign petit indic think bush administr blew world trade center cover","pundit terror","elias goodday","0"
"7202","new tennesse job creat billion capit invest jobstn plan work","economi job","matthaeus bracey","0"
"8870","bill mccollum arizona immigr law","immigr","augustina featherstonhaugh","0"
"5804","barack obama consist vote tougher penalti crimin","crime drug famili marijuana public safeti","tarrance arnao","0"
"2027","aid act repres thompson campaign sent email critic sexual orient us senat candid tammi baldwin","elect","henderson greder","0"
"2421"," nevadan  doubl digit hike obamacar premium year nevada counti  one obamacareexchang insur","health care","vladamir rubel","1"
"1666","went trillion surplus georg bush inherit plus trillion debt georg bush left offic","deficit feder budget histori","nelia treadway","0"
"3266","firefight policemen other support wisconsin gov scott walker elect bid dont worri collect bargain right","pundit state budget abc news week worker","nora gianilli","0"
"2965","recent news report indic dwi crash austin drop percent sinc rideshar enter market","crime transport","philip georgiev","1"
"7850","percent american famili make year","tax","fleming kemmish","1"
"6672"," us rep bruce poliquin vote forc senior pay prescript drug","candid biographi congress drug health care histori medicar vote record","kerwinn bicker","0"
"8548","afford coverag workplac im elig go marketplac illeg","health care","lydie castaneda","0"
"4663"," barack obama approv rate right averag second term presid point","poll","kylen sidnell","0"
"6191","jim doyl governor mari burk commerc secretari wisconsin saw billion middl class tax hike nurs home bed gas phone garbag","state budget tax","salomo aspel","0"
"6728","major austinit rent place live","citi budget citi govern tax","sterne molloy","1"
"8305","newli elect republican senat sign pledg elimin food stamp program","feder budget hunger welfar","carolann cathersides","0"
"3521"," sinc redistrict texa lawmak alway found violat section vote right act","histori redistrict","minetta fraanchyonok","0"
"1607","wendi davi fight bring bloomberg style gun control texa","elect gun state","krishnah toomer","0"
"5180","ebola incred contagi transmiss easi catch","ebola public health","alva smieton","0"
"499","state school fund per pupil percent compar adjust inflat","educ state budget","roxy bazylets","1"
"6439","legisl session deq budget cut percent disproportion cut compar natur resourc agenc","environ govern regul state budget","jeannette fegan","0"
"9605","educ test florida chosen compani signific histori promot identif glbt lifestyl children young seven year old","educ gay lesbian","earvin logsdail","0"
"9070","weve seen manufactur job creat sinc ive presid anytim sinc s  fact","economi labor","woodrow cawood","0"
"4953","spent approxim billion money pork barrel earmark project mayb done right mayb money gone inspect bridg bridg across countri","feder budget","emilia comiam","1"
"7270","us rep scott rigel want gun owner feder registr system","gun","yuma skilton","0"
"4344","clear major republican voter think deficit reduct packag balanc approach includ revenu","feder budget poll tax","cristian duthie","0"
"2038","last year discov rhode island public employe rank th averag pay privat sector rank rd","economi labor worker","kimmi flag","0"
"6161"," legisl debat airport pat procedur initi feder chang secur procedur","homeland secur transport","cynde petigrew","0"
"9202","lindsey graham endors charli crist us senat","elect","deana carlens","0"
"430"," pass eight measur includ one prevent grope airport secur check bar sanctuari citi texa","candid biographi homeland secur immigr legal issu transport","katerine boldero","0"
"10133","know second sport concuss women soccer third danger sport cheerlead","health care sport women","garrard beaufoy","0"
"2086","job open list state job websit","economi job worker","chaunce thornley","1"
"6152","hollywood broward homicid thank chief fernandez","citi govern crime","kimmi flag","0"
"6743","jobless rate unemploy rate lowest big citi new jersey","job","lyndel gilmartin","0"
"7223","barack obama health care plan leav million american","health care","dee hanford","0"
"6551","accord one studi minimum wage today worth less","economi incom job labor","jessie bretherton","1"
"6477","marijuana schedul drug understand mean cant research","drug govern regul marijuana market regul scienc","daria josiah","0"
"9895"," unsuccess texa abort legisl support major texan","abort poll","kristina padberry","0"
"6623"," mitt romney plan call trillion tax cut","debat tax","leeanne prise","0"
"7774","jim renacci tri avoid pay tax near million made","messag machin campaign advertis tax","nickolai vink","1"
"3138"," gov charli crist call rock star","bipartisanship","nora gianilli","1"
"5300","daniel webster advoc group teach mother work outsid home","messag machin religion women","nora gianilli","0"
"8667","liberia girl like marri know read","children educ women","pasquale asser","0"
"6413","soldier donat tea parti now face punish uniform code militari justic","campaign financ militari","olivette harragin","0"
"8478"," texa school district fifth largest employ world","corpor educ small busi worker","susannah newart","0"
"3526","faculti salari uw system institut now fallen percent nation averag","educ state budget state financ","josefa ofogerty","1"
"998","night iowa caucus obama promis nation health care reform focus cost contain oppos individu mandat said go republican","health care","felicle bigley","1"
"580","minimum wage most entri level wage young peopl","incom","tab catlow","1"
"433"," store  bar sell watt light bulb","energi","myriam swinfen","0"
"1565","run re elect us senat","candid biographi elect","rand ondrus","0"
"9033","chris christi talk job creation dont see job creat state","job","simonne cluney","0"
"7607","presid plan even end withdraw timelin reach  leav place us troop","iraq","breena secombe","0"
"1144","fifti one percent major american household paid incom tax zero zip nada","tax","caz dachs","1"
"8645","last sever year percent job creat texa creat illeg alien","economi immigr job","tilly carl","0"
"3620","head fbi told congress vet syrian refuge","foreign polici","hayley jedrzejewicz","0"
"369","gop budget plan cut near million job","economi feder budget job","hallsy bendelow","0"
"7356"," case wolv kill peopl rocki mountain state","environ","tabby corris","1"
"5481","spend money lobbi campaign","campaign financ ethic","corinna abramovitz","1"
"7932","dave brat work democrat gov tim kain council econom advisor kain tri rais tax billion","candid biographi economi state budget tax","tildi pardi","1"
"7598","member congress specif exempt mani law pass exempt fear prosecut sexual harass healthcar reform","congress health care","keeley murney","0"
"3056","right now tea parti poll higher republican democrat","elect pundit","boy bortolotti","0"
"7634"," citi portland one manag everi six front line worker","citi govern govern effici","juanita blaxeland","1"
"1227","come th anniversari elect republican unit state senat last time new jersey sent republican unit state senat","congress elect","adan van dale","1"
"745"," mitt romney wrong claim spend obama acceler pace without preced recent histori actual risen slower time near year","correct updat economi feder budget histori stimulus","bern rodliff","1"
"1046"," bring new job wisconsin donald trump cost wisconsin job","economi job tax","killie stallard","0"
"1632","tim kain broke campaign promis rais tax","state budget tax","holt southern","0"
"245","hillari clinton support nafta perman china trade pennsylvania lost thousand job","foreign polici","dal levesque","0"
"9735","help invent system save billion dollar welfar","candid biographi economi famili feder budget govern effici poverti","olivette harragin","1"
"2719","ive cut budget lieuten governor offic half","state budget","umberto lattimore","1"
"676"," month special session  cost state day just legisl daili live expens","govern effici state financ","kaylyn brando","1"
"8113","close tobacco loophol save missouri taxpay","public health state budget","taylor lovstrom","1"
"4830","presid barack obama support immigr amnesti","immigr","rory hassen","0"
"210"," rep jim weidner propos bill take away health care oregon children","health care tax","colman tsarovic","1"
"3979","reagan era richest american top incom tax rate cut half","tax","sibel de castri","1"
"9049","bill white presid construct may world largest abort clinic","abort","lancelot mcdirmid","0"
"10019","congress fund half wall mexico unit state","immigr","batholomew critchard","1"
"8232","us hous rule bar member wear hat session date back s can waiv speaker","congression rule","rakel kosel","0"
"7186"," land commission jerri patterson threaten shoot","gun","nelia treadway","0"
"6738","hes offic near four year now percent wisconsinit dont know us sen ron johnson","congress job accomplish poll","florina mcinteer","0"
"6528"," c corridor train taken hour minut longer carri passeng across ohio taken new york central train","economi job stimulus transport","dodi gillitt","1"
"7777","iowa good reason constitut reason reason relat lord first caucus primari","elect","shoshanna zamboniari","0"
"2824","first time sinc world war ii five nuclear power aircraft carrier dock togeth","militari","clarence perelli","0"
"6255","taken time complet towpath trail build ohio eri canal","recreat","galina burniston","1"
"3652","chang rule filibust presidenti nomine","congression rule","haily collecott","0"
"1334","net migrat mexico","immigr","crawford precious","1"
"422"," although unemploy rate seem improv reflect real job creation caus shrink actual labor forc","economi job pundit abc news week","miriam ollin","1"
"158"," ron johnson call social secur ponzi scheme want privat program","crime debt feder budget social secur","goldie fairlam","0"
"1924"," oil product obama charg","correct updat energi messag machin oil spill","suzie kiss","0"
"342","younger competitor entir immigr","immigr","gayler kettlewell","1"
"8668","obama vote bush cheney energi bill put billion pocket big oil","energi","jerrold pondjones","0"
"4735","obamacar virginia taxpay forc pay abort general assembl recent interven","abort health care tax","sibel dimmne","0"
"7682"," alex sink support billion increas florida debt","debt economi state financ","beverie strickland","0"
"7249","percent human traffick victim locat texa","crime labor","willy fordyce","0"
"4301","congression budget offic nonpartisan offic analysi said pass comprehens immigr reform  reduc feder deficit billion next decad","children congress debt deficit economi famili immigr legal issu tax worker","germaine ardern","1"
"1540","libya suppli oil china get oil libya","china energi foreign polici","zelda wildin","0"
"4988"," first ran offic late s still folk didnt phone servic soon id help ensur everyon north florida access dial tone","elect messag machin","kendrick bateman","1"
"4571","panhandl left offic","crime poverti","eberto redman","0"
"8261"," congression budget offic said your go buy polici health care exchang youll pay percent famili","health care","charlton danbye","0"
"32","look state right work constant budget deficit good busi climat","economi labor state union worker","austine banbridge","0"
"10053","senior disabl  stand front obama death panel bureaucrat can decid base subject judgment level product societi whether worthi health care","health care","lynnet glas","0"
"1306","dan gecker vote doubl vehicl registr fee cost chesterfield counti resid million annual","counti govern tax","burnaby butting","0"
"3975","million american gotten rebat check insur compani spend much money execut bonus administr cost enough health care","health care","vladamir rubel","1"
"6679","basebal insur industri exempt antitrust law","basebal health care","dev koche","0"
"1974","lot peopl go prison straight come theyr gay","crimin justic sexual","brody kemster","0"
"3240","senat obama relat friend  talk run presid least last year campaign spokesman said","candid biographi","tarrah hildred","1"
"10096"," photo id vote law georgia didnt dissuad black voter particip vote hasnt doesnt appar caus effect state help","elect","merrile holyard","0"
"6943","senat menendez said spend money wise annual nation deficit climb billion year trillion watch","deficit feder budget","susanne fransinelli","0"
"9104","florida conceal weapon permit state","gun","jourdan stopp","1"
"1457","audit feder reserv","financi regul","lula akrigg","0"
"5448","someon room measl leav walk two hour later get measl person","health care public health","floyd goodsall","1"
"4846","obama white hous renam christma tree holiday tree","religion","sherill betjeman","0"
"6357","unit state smallest armi sinc wwii smallest navi sinc wwi smallest air forc ever","feder budget militari","philipa haddrill","0"
"4347","texa public school spend averag per pupil per year","educ state budget state financ state","shirlee nettles","0"
"8826","mani conspir came muslim brotherhood includ osama bin laden ayman zawahiri khalid sheikh moham","foreign polici histori pundit religion terror","jacquelynn arnot","0"
"99","sinc american die gunfir die war countri histori","gun","babara shellard","1"
"2670","new hampshir legislatur rais gasolin tax gas price state skyrocket","energi tax","rory hassen","0"
"139","research show vast major arriv immigr today come believ govern sourc prosper  support","immigr pundit","paolina wimlet","0"
"172"," illinoi gubernatori candid bill bradi first prioriti win primari sponsor bill mass euthan shelter dog cat gas chamber","agricultur job accomplish messag machin","jinny pondjones","0"
"130","percent murder crime commit gun peopl actual legal purchas gun","crime gun","welby cianni","0"
"6567","oregon lead nation number job per capita manufactur","job","caralie franklen","0"
"3624","year obama administr releas crimin illeg alien releas murder peopl homicid convict illeg","crime crimin justic immigr","nap gooddy","0"
"9005"," donald trump ask defend alli said well first hed want know made payment us defend","foreign polici homeland secur militari","correna been","1"
"7681","there still billion billion stimulus plan spent dont stop","feder budget stimulus tax","lauryn tiltman","0"
"6548","marco rubio oppos extend unemploy benefit","economi","oliy edgler","0"
"10035"," abraham lincoln support agreement allow slaveri new mexico law return runaway slave owner","abort civil right histori human right","millard breissan","0"
"7324","count unit state airstrik isi percent combat mission return base without fire weapon","foreign polici militari terror","kali cecere","1"
"4041","half murder citi st loui get solv","crime","saudra ickovicz","1"
"4008","spend govern money percent less decad ago","state budget","irma jonas","1"
"6380"," ibm leader told obama use ibm technolog cut fraud pay health care reform","feder budget health care technolog","devora simmans","0"
"3035","peopl murder knive hand feet club hammer type rifl","gun","davin larvor","1"
"4","health care reform legisl like mandat free sex chang surgeri","health care","lillis carrington","0"
"1740","segment beer market grow craft beer segment","alcohol market regul small busi","gabie bodker","1"
"9027","everi month get report bureau labor statist  even peopl given look work","economi health care job","caprice tubritt","0"
"4452","transport financ","state budget transport","claudette croux","0"
"2462"," wisconsin gov scott walker budget call rais properti tax near billion","state budget tax","dynah aston","0"
"845","bill howel consist forc behind everi major tax increas virginia last decad","tax vote record","orel kasparski","1"
"1685","noth senat hous bill sit harri reid desk await action includ introduc democrat","congress congression rule","sal fackrell","0"
"3571","ted cruz iowa four time rio grand valley texa just","candid biographi","lyndell fessler","1"
"9362","anybodi familiar histor data ir know rais incom tax rate  like actual reduc feder revenu","tax abc news week","randie prentice","0"
"8681","week accept quarter million dollar campaign contribut hospit board chairman greg abbott went court victim drug take neurosurgeon","campaign financ health care legal issu","carolann cathersides","1"
"9654","broward counti one three counti nation pivot obama victori","elect","tyrone dean","0"
"8454","percent food stamp given illeg","immigr","cristabel colleton","0"
"2162","islam state small couldnt fill doubleaballpark charleston w va","terror","dorian hove","0"
"7241"," money budget give tax break everyon includ peopl make million","state budget tax","isidor foxley","0"
"9373","newli creat state immigr enforc review board can actual prosecut get violat jail bring attorney general","immigr","debera allatt","0"
"6714","trimet spend million fed fund save k per year","govern effici stimulus transport","filbert dach","1"
"8029","disney look build disney world came miami told disney take hike","counti govern histori recreat","ericka la vigne","0"
"7402"," percent portland elementari school art instruct compar percent nation","educ","drake sharer","1"
"9035","scientist engin per squar mile anywher world","economi job scienc worker","humfried blackler","1"
"561","put forward add penni debt","debt","miles holleworth","0"
"2898","flint mich pipe still havent replac water still poison","infrastructur public health urban water","charlton danbye","0"
"5155","spent twice much per capita health care countri next closest nation","health care","florina mcinteer","0"
"10138","milwauke counti juvenil arrest car theft get sent immedi home point system juvenil court hold suspect stolen car get zero point","children crime crimin justic legal issu transport urban","lisle de bruyn","0"
"9684","john kasich becam governor ohio billion budget deficit now there billion surplus","economi state financ","leonore popplewell","1"
"8810","afghanistan rare someon kill action kill improvis explos devic ie","militari veteran","oliy edgler","0"
"9813","polic offic state right check immigr status peopl arrest","civil right homeland secur immigr","alfy mee","1"
"1852","releas photograph depict abus prison","human right legal issu terror transpar","ruthe lantaph","0"
"8260","elena kagan publish five scholar review articl most administr law first amend articl most technic procedur issu","job accomplish kagan nomin legal issu pundit suprem court","wendel rubinowicz","0"
"2496","one beta test healthcaregov","health care pundit technolog","loralie macdermott","1"
"462","john mica vote borrow trillion","debt feder budget messag machin vote record","burnaby butting","0"
"9566","communiti worth pip coverag year","state transport","teressa maccarter","1"
"3949","whether judg allow place children gay coupl wish adopt","gay lesbian marriag","jordana aldwick","0"
"1175"," romney wrote first edit book health care plan expand nationwid took book","health care","roxie ladel","0"
"110","teacher k teacher today year old","educ retir","levy rawlin","0"
"4259"," bill clinton georg bush  build keyston xl","climat chang energi environ job","jess whyke","1"
"8697","wors third world countri term water qualiti way treat sewag","environ infrastructur","bee hick","0"
"1126","new st state senat district creat secret van wanggaard drawn within half block hous","elect","rosaline harrinson","1"
"5922","wisconsin death domest violenc highest year","crime famili","terence scadding","1"
"9854","neighbor san bernardino shooter knew talk tri take countri attack","terror","shay krier","0"
"4075"," new jersey tenur law now reform  teacher get two year partial effect ineffect rate lose tenur","educ","lydie castaneda","0"
"2818","us sen saxbi chambliss vote democrat conserv","feder budget vote record","gabbi konrad","0"
"4326"," peopl support campaign volunt donor advisor endors","messag machin union","yuri grennan","0"
"6692","mccain vote cut educ fund account standard even propos abolish depart educ","educ","frances de la yglesia","0"
"7412","read arizona immigr law  stop violat law suspicion illeg can ask legal","immigr","frannie headly","0"
"567"," contracept plan cheaper easier sen mark udal","health care messag machin women","welby cianni","0"
"10203","debt almost doubl austin gov perri","economi","bart moseley","1"
"6124","sinc florida pass stand ground law death due self defens jump percent","crime crimin justic gun","willy fordyce","0"
"2964","rick scott got major hispan vote florida","elect immigr","letizia terrans","0"
"5494","one extra year school girl reduc infant mortal rate among children percent","children educ public health women","shelden bachnic","0"
